base_name,extension,first_frame,last_frame,frame_count,missing_frame_count,total_size_bytes,total_size_human,directory,first_frame_path,width,height,fps,codec,pix_fmt,duration_sec
F250-,.jpg,2,21,10,10,263142,257.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\F250\F250,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\F250\F250\F250-002.JPG,,,,,,
F348,.jpg,1,3,3,0,661234,645.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\F348,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\F348\F348_01.jpg,,,,,,
F40,.jpg,1,3,3,0,728941,711.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\F40,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\F40\F40_01.jpg,,,,,,
F50N,.jpg,1,3,3,0,728323,711.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\F50N,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\F50N\F50N_01.jpg,,,,,,
FIAT5,.jpg,1,3,3,0,717878,701.1 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\FIAT5,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\FIAT5\FIAT5_01.jpg,,,,,,
FORDA,.jpg,101,103,3,0,687663,671.5 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\FORDA1,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\FORDA1\FORDA101.jpg,,,,,,
FORDGT,.jpg,1,3,3,0,598894,584.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\FORDGT40,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\FORDGT40\FORDGT01.jpg,,,,,,
FOGT,.jpg,9001,9003,3,0,623340,608.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\FORDGT90,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\FORDGT90\FOGT9001.jpg,,,,,,
FORDMU,.jpg,1,3,3,0,610359,596.1 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\FORDMUST,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\FORDMUST\FORDMU01.jpg,,,,,,
FORD_T,.jpg,1,3,3,0,911377,890.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\FORD_T12,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\FORD_T12\FORD_T01.jpg,,,,,,
JAGTAR,.jpg,1,3,3,0,812606,793.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\JAGTAR,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\JAGTAR\JAGTAR01.jpg,,,,,,
LUCIDA,.jpg,1,3,3,0,710579,693.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\LUCIDA,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\LUCIDA\LUCIDA01.jpg,,,,,,
MEFIST,.jpg,1,3,3,0,877160,856.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\MEFIST,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\MEFIST\MEFIST01.jpg,,,,,,
MERA,.jpg,1,3,3,0,666179,650.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\MERA,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\MERA\MERA_01.jpg,,,,,,
MERCED,.jpg,1,3,3,0,645782,630.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\MERCEDES,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\MERCEDES\MERCED01.jpg,,,,,,
NSX,.jpg,1,3,3,0,666874,651.2 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\NSX,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\NSX\NSX_01.jpg,,,,,,
PRELUD,.jpg,1,3,3,0,622934,608.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\PRELUDE,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\PRELUDE\PRELUD01.jpg,,,,,,
AMERVE,.jpg,1,3,3,0,1628167,1.6 MB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\AMERVESP,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\AMERVESP\AMERVE01.jpg,,,,,,
DIBUJO,.tga,11,22,2,10,495178,483.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\AMERVESP\AMERVESP,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\AMERVESP\AMERVESP\DIBUJO11.TGA,,,,,,
AMPHI,.jpg,1,3,3,0,1144789,1.1 MB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\AMPHI,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\AMPHI\AMPHI_01.jpg,,,,,,
BAHRAI,.jpg,1,3,3,0,780767,762.5 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\BAHRAIN,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\BAHRAIN\BAHRAI01.jpg,,,,,,
CAPHOR,.jpg,1,3,3,0,1225006,1.2 MB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\CAPHORN,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\CAPHORN\CAPHOR01.jpg,,,,,,
CGTG,.jpg,1,3,3,0,654160,638.8 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\CGTG,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\CGTG\CGTG_01.jpg,,,,,,
CORSAI,.jpg,1,3,3,0,758466,740.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\CORSAIR,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\CORSAIR\CORSAI01.jpg,,,,,,
CSHIP,.jpg,1,3,3,0,1168512,1.1 MB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\CSHIP,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\CSHIP\CSHIP_01.jpg,,,,,,
DISCOV,.jpg,1,3,3,0,997684,974.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\DISCOV,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\DISCOV\DISCOV01.jpg,,,,,,
DTUG,.jpg,1,3,3,0,612010,597.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\DTUG,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\DTUG\DTUG_01.jpg,,,,,,
FLYING,.jpg,1,3,3,0,1243618,1.2 MB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\FLYING,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\FLYING\FLYING01.jpg,,,,,,
FLYCUE,.jpg,2,4,2,1,26169,25.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\FLYING\FLYING,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\FLYING\FLYING\FLYCUE02.JPG,,,,,,
JUNK,.jpg,1,3,3,0,1161964,1.1 MB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\JUNK,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\JUNK\JUNK_01.jpg,,,,,,
KURUNT,.jpg,1,3,3,0,666784,651.2 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\KURUNT,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\KURUNT\KURUNT01.jpg,,,,,,
KYRENI,.jpg,1,3,3,0,872017,851.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\KYRENIA,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\KYRENIA\KYRENI01.jpg,,,,,,
MOONLI,.jpg,1,3,3,0,717943,701.1 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\MOONLI,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\MOONLI\MOONLI01.jpg,,,,,,
MQUEEN,.jpg,1,3,3,0,877531,857.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\MQUEEN,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\MQUEEN\MQUEEN01.jpg,,,,,,
SISTER,.jpg,1,3,3,0,804192,785.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\SISTER,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\SISTER\SISTER01.jpg,,,,,,
ST_MAR,.jpg,1,3,3,0,974047,951.2 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\ST_MARIA,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\ST_MARIA\ST_MAR01.jpg,,,,,,
TITANI,.jpg,1,3,3,0,856104,836.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\TITANIC,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CIVIL_SH\TITANIC\TITANI01.jpg,,,,,,
ACE,.jpg,1,3,3,0,966458,943.8 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\ACE,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\ACE\ACE_01.jpg,,,,,,
BIMOTA,.jpg,1,3,3,0,772072,754.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\BIMOTA,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\BIMOTA\BIMOTA01.jpg,,,,,,
BMW,.jpg,11001,11003,3,0,921518,899.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\BMW1100,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\BMW1100\BMW11001.jpg,,,,,,
BMWK,.jpg,1001,1003,3,0,815245,796.1 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\BMWK100,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\BMWK100\BMWK1001.jpg,,,,,,
DENIS,.jpg,1,3,3,0,835243,815.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\DENIS,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\DENIS\DENIS_01.jpg,,,,,,
DUC,.jpg,91601,91603,3,0,790860,772.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\DUC916,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\DUC916\DUC91601.jpg,,,,,,
ELTYPE,.jpg,1,3,3,0,902059,880.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\ELTYPE,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\ELTYPE\ELTYPE01.jpg,,,,,,
FACILE,.jpg,1,3,3,0,1336495,1.3 MB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\FACILE,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\FACILE\FACILE01.jpg,,,,,,
FRECCI,.jpg,1,3,3,0,1243816,1.2 MB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\FRECCIA,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\FRECCIA\FRECCI01.jpg,,,,,,
HDARMY,.jpg,1,3,3,0,726135,709.1 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\HDARMY,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\HDARMY\HDARMY01.jpg,,,,,,
HDFAT,.jpg,1,3,3,0,840326,820.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\HDFAT,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\HDFAT\HDFAT_01.jpg,,,,,,
HDHER,.jpg,1,3,3,0,845099,825.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\HDHER,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\HDHER\HDHER_01.jpg,,,,,,
HDPOL,.jpg,1,3,3,0,843779,824.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\HDPOL,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\HDPOL\HDPOL_01.jpg,,,,,,
HEND,.jpg,1901,1903,3,0,1019971,996.1 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\HEND1912,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\HEND1912\HEND1901.jpg,,,,,,
HOND_N,.jpg,1,3,3,0,799866,781.1 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\HOND_NR,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\HOND_NR\HOND_N01.jpg,,,,,,
HOND_M,.jpg,10,16,6,1,293472,286.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\HOND_NR\HOND_NR,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\HOND_NR\HOND_NR\HOND_M10.JPG,,,,,,
SHADOW,.jpg,1,3,3,0,963267,940.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\SHADOW2,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\SHADOW2\SHADOW01.jpg,,,,,,
T_BMWR,.jpg,1,3,3,0,822761,803.5 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\T_BMWR75,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\T_BMWR75\T_BMWR01.jpg,,,,,,
VFRR,.jpg,1,3,3,0,757741,740.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\VFRR,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CYCL_MOT\VFRR\VFRR_01.jpg,,,,,,
